area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
372,23,hot,water,0,39964,65,66,45,Medium,69,454
988,53,cold,materials,2,241295,67,80,85,Low,138,857
666,49,moderate,materials,1,128859,70,79,89,Low,95,899
1314,74,moderate,materials,0,312782,82,86,86,Low,74,862
776,52,moderate,water,2,176185,79,100,63,Low,77,633
366,73,moderate,water,2,123684,82,100,74,Low,102,747
486,39,moderate,water,0,80226,72,88,51,Medium,74,514
1081,49,cold,water,2,286945,64,89,64,Medium,186,642
664,99,moderate,materials,1,247343,90,91,100,Low,91,1000
320,27,hot,water,0,39530,62,64,44,Medium,98,449
2146,68,cold,energy,1,633000,71,73,86,Low,135,860
305,75,hot,energy,0,89338,93,67,71,Low,67,718
496,83,moderate,materials,1,149562,83,88,100,Low,90,1000
666,79,moderate,materials,1,199499,76,86,100,Low,113,1000
1480,39,cold,water,0,261032,53,73,59,Medium,483,593
683,66,moderate,water,1,191824,76,98,77,Low,104,774
461,74,moderate,energy,2,134124,92,98,74,Low,69,744
1911,70,hot,energy,1,571321,71,69,83,Low,137,834
2432,40,hot,water,0,443612,50,69,61,Medium,9664,614
2413,54,cold,materials,1,635401,47,71,87,Medium,999,879
352,45,cold,materials,1,68355,56,68,81,Medium,304,816
399,42,hot,energy,2,79376,70,67,62,Medium,97,620
1065,31,hot,materials,1,160534,59,53,76,Medium,162,765
673,79,cold,energy,0,193255,91,77,69,Low,68,694
315,62,moderate,materials,1,83938,70,88,96,Low,130,963
2254,27,cold,energy,1,323731,49,59,68,Medium,999,686
546,41,moderate,materials,2,96439,68,88,71,Low,94,714
2375,46,cold,water,1,509483,43,82,73,Medium,999,734
963,64,hot,energy,2,257276,81,74,66,Medium,85,666
686,88,moderate,energy,0,221125,100,93,75,Low,64,751
1424,49,moderate,energy,1,279545,75,81,79,Low,76,797
1132,79,moderate,water,0,280333,86,100,71,Low,68,717
690,38,moderate,energy,1,118556,70,77,71,Medium,82,716
564,80,moderate,energy,2,192666,92,98,72,Low,80,725
2388,72,moderate,energy,2,791103,79,98,78,Low,112,789
694,71,cold,water,1,193234,68,91,79,Low,151,790
706,69,hot,materials,2,234114,75,77,81,Low,130,819
1438,59,cold,energy,1,400272,74,72,77,Medium,111,775
1094,25,hot,energy,0,120800,75,49,55,Medium,42,556
1704,29,moderate,water,0,203521,61,79,49,Medium,108,497
729,24,hot,water,0,87543,63,65,54,Medium,87,541
919,76,hot,energy,0,275027,93,67,68,Low,68,685
3750,46,cold,materials,1,878754,35,64,90,Medium,999,900
1291,38,hot,water,0,199491,63,68,53,Medium,113,536
496,78,cold,materials,0,144289,76,76,82,Low,111,823
629,49,moderate,materials,1,122190,68,81,87,Low,103,875
319,55,moderate,energy,1,67264,80,81,70,Low,69,706
1627,47,hot,materials,1,349275,61,60,89,Medium,182,897
839,33,cold,energy,0,135242,64,57,51,Medium,111,519
1285,65,moderate,materials,1,305928,72,81,97,Low,107,975
876,93,hot,materials,0,292395,91,72,92,Low,81,925
2474,65,cold,materials,0,640774,57,68,87,Medium,331,876
656,69,cold,materials,1,210703,69,78,99,Low,166,994
3209,48,cold,water,0,690145,41,78,64,Medium,999,648
924,86,moderate,water,0,260941,88,100,78,Low,74,788
1349,55,cold,energy,0,328543,77,64,58,Medium,88,586
570,79,cold,water,2,218340,71,100,75,Low,175,757
1662,50,cold,water,2,379343,55,100,64,Medium,383,645
1051,49,cold,energy,0,213939,77,71,60,Medium,73,607
1100,61,hot,energy,0,276293,86,61,68,Medium,68,683
1125,67,moderate,energy,2,357135,91,98,71,Low,75,717
615,63,hot,materials,1,172720,73,67,96,Low,120,968
4798,37,hot,energy,2,904324,33,65,64,High,999,644
2486,52,moderate,materials,0,464599,68,79,78,Low,101,787
907,66,hot,materials,1,238821,72,66,91,Low,117,916
881,59,hot,materials,0,209029,77,60,79,Medium,86,791
1860,27,cold,materials,1,251372,42,65,77,Medium,999,777
556,80,moderate,water,2,174278,87,100,70,Low,84,707
992,75,moderate,energy,0,271448,99,85,67,Low,55,671
672,20,cold,materials,2,75517,50,66,61,Medium,1455,614
694,29,moderate,materials,2,95745,62,83,67,Medium,108,673
1023,55,moderate,water,1,248561,67,96,73,Low,141,733
867,65,moderate,materials,1,212372,73,89,97,Low,105,979
2040,30,cold,materials,1,289281,38,59,82,Medium,999,829
1495,74,hot,materials,2,490874,71,77,91,Low,151,915
2281,84,hot,water,1,745434,65,86,87,Low,214,878
681,48,hot,energy,2,164331,74,67,56,Medium,97,568
494,83,moderate,energy,2,158379,97,100,77,Low,68,779
466,24,hot,energy,2,60879,66,61,51,Medium,79,511
938,78,cold,energy,1,282298,78,79,89,Low,106,891
3220,61,cold,energy,0,805218,56,70,71,Medium,359,714
1397,40,hot,energy,1,272942,64,51,70,Medium,132,702
1320,61,cold,energy,2,403147,72,78,72,Medium,136,722
1363,59,hot,water,2,384098,65,87,64,Medium,185,648
394,59,hot,energy,0,95994,88,63,60,Medium,63,604
514,34,hot,materials,2,94702,64,61,64,Medium,124,641
324,70,hot,water,1,88596,76,77,76,Low,105,765
461,66,hot,water,1,132153,67,84,77,Low,165,778
4104,57,moderate,energy,0,864586,62,79,64,Medium,164,640
890,65,cold,water,2,303269,71,94,73,Low,157,733
4930,67,moderate,water,2,1322530,39,100,76,Medium,999,768
1424,45,hot,water,2,320657,63,80,65,Medium,170,654
1294,45,moderate,materials,0,224350,70,73,73,Medium,83,733
3976,42,moderate,materials,2,752424,39,89,73,Medium,999,738
1160,79,moderate,materials,0,349312,85,85,89,Low,84,898
1327,65,cold,materials,0,353542,67,70,82,Medium,148,823
1439,72,moderate,water,0,329493,83,93,71,Low,67,719
530,33,moderate,energy,0,75451,72,78,54,Medium,63,543
587,60,hot,water,0,127951,77,75,64,Medium,80,649
1258,30,hot,energy,2,207211,63,66,56,Medium,121,561
2490,45,cold,energy,2,609129,58,80,64,Medium,277,641
1191,71,cold,energy,1,346087,77,83,83,Low,106,834
2073,52,cold,energy,2,543050,65,83,65,Medium,166,655
684,100,cold,water,0,254724,86,100,78,Low,102,784
1382,75,cold,materials,2,490229,70,84,95,Low,175,958
398,40,hot,water,1,76205,64,73,65,Medium,136,651
944,37,cold,water,1,163379,55,76,69,Medium,312,699
730,80,moderate,energy,0,211791,97,92,71,Low,61,711
3607,42,moderate,energy,1,716020,44,75,80,Medium,999,808
1577,36,cold,water,1,252462,47,75,68,Medium,999,689
973,34,hot,water,0,134883,65,74,56,Medium,88,561
604,27,moderate,energy,2,86711,75,84,57,Medium,55,574
1922,36,moderate,materials,1,325651,55,72,93,Medium,282,935
1005,65,moderate,materials,1,239776,74,86,95,Low,96,950
1124,58,cold,materials,1,273428,62,78,90,Low,196,902
1257,62,moderate,water,2,357822,75,100,69,Low,112,691
330,52,hot,water,2,85344,74,84,57,Medium,106,574
811,81,hot,energy,2,268295,81,83,79,Low,103,797
416,63,moderate,water,2,119919,76,100,65,Low,107,656
2488,45,hot,water,1,547397,47,74,77,Medium,999,772
929,81,hot,water,2,342278,74,96,77,Low,149,776
798,85,cold,water,2,309031,79,99,79,Low,131,792
729,57,moderate,energy,2,184200,86,89,75,Low,69,751
1311,57,cold,water,0,329120,68,81,66,Medium,132,669
1417,74,cold,materials,0,430005,73,71,87,Low,126,878
2329,33,hot,materials,0,325061,53,57,72,Medium,389,725
4240,55,hot,water,0,860146,38,75,64,Medium,999,648
512,98,moderate,materials,1,179148,88,95,100,Low,91,1000
354,65,hot,materials,2,104995,80,70,83,Low,97,833
481,63,hot,water,0,119009,76,77,66,Medium,93,660
735,78,moderate,materials,1,226024,78,89,100,Low,107,1000
384,84,cold,materials,0,120613,83,79,87,Low,95,873
3953,66,cold,materials,1,1231719,35,71,94,Medium,999,943
633,99,hot,materials,0,199602,90,75,98,Low,78,981
979,20,moderate,water,1,95979,54,87,63,Medium,222,635
1397,64,moderate,energy,1,366547,80,82,83,Low,87,837
1480,51,cold,water,2,379781,63,93,65,Medium,195,657
1180,54,moderate,energy,1,241091,79,77,74,Low,69,745
1453,37,cold,water,2,283494,48,93,63,Medium,999,630
1103,65,hot,water,2,322415,73,87,66,Low,126,665
1603,65,moderate,materials,2,493136,69,99,90,Low,155,904
643,26,hot,water,1,82579,62,67,62,Medium,105,622
2477,80,cold,water,2,839079,58,100,81,Low,392,816
1365,81,cold,water,0,383394,80,95,80,Low,92,800
466,56,hot,water,1,102324,69,73,76,Medium,113,767
1493,39,moderate,materials,0,223761,69,70,70,Medium,76,708
1180,95,cold,water,2,543457,83,100,84,Low,138,849
534,24,hot,materials,0,62193,64,44,64,Medium,78,642
1999,35,moderate,energy,1,316749,59,69,76,Medium,173,766
779,58,hot,water,1,176838,70,75,75,Medium,112,754
4404,20,cold,energy,0,459354,30,58,49,High,999,498
1074,32,cold,energy,2,208674,65,77,56,Medium,122,568
1123,25,hot,materials,1,134249,49,56,79,Medium,999,797
1722,81,moderate,energy,1,487621,85,85,94,Low,80,943
977,48,moderate,water,1,210830,67,97,76,Low,121,763
4467,95,hot,energy,1,1495476,57,77,93,Low,469,933
791,92,hot,water,1,276016,84,93,92,Low,100,927
2007,50,moderate,water,2,480276,61,100,63,Medium,213,637
1616,52,moderate,water,1,368410,61,93,76,Low,195,768
1246,21,cold,water,1,148924,44,75,62,Medium,999,629
885,91,cold,materials,1,341575,76,78,100,Low,143,1000
1361,20,cold,energy,0,127887,55,58,50,High,170,503
470,49,cold,energy,0,101399,76,71,55,Medium,82,553
1363,86,hot,water,2,466600,80,98,81,Low,111,819
1483,31,cold,materials,2,269807,49,76,73,Medium,999,734
550,57,moderate,water,2,130963,73,100,59,Low,100,592
2427,78,hot,materials,1,702294,62,76,100,Low,225,1000
844,24,hot,materials,0,86373,56,50,63,Medium,154,630
2123,83,cold,water,2,827099,57,100,80,Low,498,804
1434,76,cold,water,1,492771,65,97,85,Low,217,852
2237,30,moderate,materials,2,339289,54,83,71,Medium,341,717
314,84,cold,materials,1,102294,77,81,97,Low,116,977
2419,32,hot,water,0,361412,47,68,62,Medium,999,625
4252,59,moderate,materials,1,995744,46,77,94,Medium,999,949
1286,45,moderate,water,0,240030,73,87,61,Medium,78,613
4899,49,cold,water,1,1192073,20,84,75,Medium,999,757
462,84,moderate,energy,2,171450,92,100,73,Low,86,736
2474,22,hot,energy,0,281201,54,45,57,High,257,576
2005,68,moderate,water,2,565450,66,100,74,Low,174,743
1040,83,moderate,materials,1,343665,84,91,100,Low,95,1000
606,39,cold,materials,1,121150,56,69,85,Medium,308,853
2346,51,hot,water,0,490693,61,67,69,Medium,185,695
553,85,hot,energy,0,176688,94,64,74,Low,71,747
1214,44,hot,materials,1,253192,58,57,87,Medium,257,875
876,69,hot,energy,2,294917,85,78,73,Low,96,738
1129,32,cold,materials,0,171964,53,60,66,Medium,443,666
1961,45,moderate,materials,1,344888,57,81,84,Medium,242,846
2004,93,cold,energy,0,712965,84,88,80,Low,103,803
1037,42,cold,materials,0,183110,61,64,70,Medium,158,703
2805,24,moderate,materials,0,306503,47,68,66,Medium,999,664
1258,52,hot,energy,0,239305,79,57,59,Medium,65,591
538,25,hot,water,1,61822,55,64,58,Medium,218,581
1014,30,hot,materials,0,124357,64,51,70,Medium,86,703
1445,46,hot,water,0,258415,66,68,61,Medium,109,614
2341,44,hot,materials,0,397839,52,56,73,Medium,597,735
519,59,cold,water,1,146138,62,86,75,Medium,225,750
1276,21,moderate,water,1,120662,56,86,65,Medium,141,653
1236,63,cold,energy,2,345214,78,79,71,Low,99,710
3047,37,cold,water,2,637460,41,86,59,Medium,999,598
2408,71,hot,materials,0,594007,66,61,83,Medium,145,835
901,90,hot,energy,1,318875,87,72,90,Low,95,908
943,42,cold,materials,1,184929,57,67,86,Medium,252,867
979,65,hot,materials,1,252196,70,62,95,Low,127,959
968,31,moderate,energy,2,146496,75,81,53,Medium,59,534
470,91,cold,energy,1,163153,84,84,79,Low,100,799
982,70,moderate,energy,1,253633,88,87,85,Low,66,857
421,99,moderate,water,0,149058,94,100,83,Low,79,837
765,64,hot,water,0,182247,79,78,66,Medium,80,661
861,51,cold,water,0,194297,67,81,59,Medium,129,591
2155,89,cold,energy,1,757867,75,81,97,Low,135,978
2441,65,hot,water,0,588334,64,78,72,Medium,165,721
1503,94,hot,materials,2,609129,81,84,100,Low,129,1000
528,20,moderate,materials,2,55432,61,77,63,Medium,93,638
2141,81,hot,materials,1,646062,67,68,100,Low,172,1000
569,42,moderate,energy,1,105297,79,78,71,Low,61,712
1452,72,hot,materials,2,506765,71,79,91,Low,158,919
1009,29,hot,water,1,129707,52,74,71,Medium,457,715
1059,60,cold,materials,2,332517,66,87,89,Low,192,892
1279,85,moderate,water,0,347654,90,100,71,Low,67,714
1388,68,hot,energy,2,428975,70,73,77,Medium,150,774
1171,71,hot,materials,0,293845,76,60,87,Medium,94,871
1203,71,moderate,water,0,286353,82,100,74,Low,74,741
646,73,hot,water,0,171091,79,84,65,Low,89,654
344,78,hot,materials,0,94617,76,71,81,Low,104,816
1084,32,moderate,materials,0,141018,76,72,64,Medium,49,647
1557,55,hot,materials,1,364723,58,63,90,Medium,272,900
807,56,hot,water,0,175489,70,67,64,Medium,108,644
723,41,moderate,water,2,148349,70,100,60,Low,98,601
1090,40,hot,water,2,199468,59,84,60,Medium,201,601
679,44,cold,materials,0,139547,65,70,79,Medium,131,795
1083,52,cold,water,0,249370,66,81,60,Medium,137,604
2492,85,hot,materials,2,843904,65,77,92,Low,222,921
1499,93,hot,materials,0,479516,82,69,96,Low,97,968
754,59,hot,energy,2,217127,75,71,62,Medium,111,626
1318,38,moderate,water,2,223575,68,98,60,Low,89,600
1252,76,cold,energy,0,374636,85,76,69,Low,84,699
1489,79,cold,energy,1,509422,73,79,88,Low,146,888
1445,53,hot,energy,0,281550,75,60,67,Medium,77,672
873,88,cold,materials,1,346031,74,84,100,Low,164,1000
718,65,cold,energy,0,186325,83,71,63,Medium,76,637
2339,88,cold,materials,0,798013,66,83,86,Low,209,869
1650,92,cold,water,2,692822,71,100,85,Low,196,853
1037,21,cold,materials,0,111445,57,56,63,Medium,136,639
1089,26,moderate,materials,1,134595,59,75,80,Medium,133,800
561,37,moderate,water,1,98120,60,93,65,Medium,162,656
1166,71,hot,materials,0,295154,77,63,80,Medium,90,805
960,64,hot,water,1,255291,69,77,80,Low,134,800
498,21,hot,materials,1,50671,52,50,74,Medium,385,740
1646,32,cold,materials,2,268068,50,72,75,Medium,2838,757
2417,75,hot,materials,1,744051,53,64,99,Medium,856,993
983,74,moderate,materials,1,280870,81,91,100,Low,90,1000
2414,87,cold,energy,1,830268,69,88,90,Low,174,904
1128,43,cold,energy,1,207952,69,71,70,Medium,94,703
350,24,cold,water,0,41521,59,74,43,Medium,131,431
2441,23,cold,water,0,260491,44,77,60,Medium,999,603
949,38,hot,materials,0,158576,71,50,68,Medium,78,685
1669,81,cold,materials,0,523510,72,78,92,Low,140,925
1365,78,moderate,water,1,429941,81,100,86,Low,101,869
2021,74,moderate,energy,1,576264,75,89,88,Low,112,889
1424,81,moderate,energy,1,444394,87,89,85,Low,82,857
863,67,hot,energy,1,261946,84,59,83,Low,88,835
1286,66,moderate,materials,1,366297,73,85,97,Low,119,972
939,49,hot,water,1,187839,62,75,72,Medium,163,725
947,22,cold,energy,1,105914,58,62,62,Medium,128,624
561,67,cold,water,0,149490,75,86,64,Low,103,648
1222,47,moderate,energy,2,289797,78,85,66,Low,81,665
360,97,hot,materials,1,122302,86,75,100,Low,93,1000
1197,46,cold,materials,1,249161,59,70,91,Medium,225,912
846,66,hot,water,0,225071,74,76,62,Medium,109,623
926,42,moderate,water,0,145190,73,94,58,Low,65,581
2282,36,cold,materials,0,350773,49,64,70,Medium,999,701
568,49,moderate,materials,2,119081,76,89,76,Low,78,766
884,65,hot,materials,0,226819,78,67,77,Medium,89,776
1176,39,cold,energy,1,225024,65,62,69,Medium,121,692
1074,26,cold,energy,1,134797,65,64,61,Medium,82,617
710,92,hot,materials,1,267155,82,73,100,Low,114,1000
731,56,moderate,energy,2,167293,90,89,64,Low,56,648
465,25,hot,materials,0,58403,63,52,67,Medium,96,672
1436,58,hot,materials,2,409576,69,73,87,Low,146,870
343,74,cold,energy,1,97857,77,74,80,Low,104,802
947,86,hot,materials,0,316574,89,73,89,Low,84,893
1377,77,hot,energy,1,386570,82,73,88,Low,87,881
585,57,moderate,energy,0,113970,92,80,57,Low,45,574
1938,67,moderate,materials,2,593294,77,94,89,Low,110,894
958,22,moderate,energy,0,99684,79,72,51,Medium,35,516
1180,87,hot,energy,0,353552,95,68,80,Low,65,804
916,67,cold,materials,1,260290,62,76,99,Low,219,993
752,63,moderate,materials,2,221583,74,89,82,Low,119,823
612,64,moderate,energy,1,149903,85,79,78,Low,68,782
1400,29,hot,water,2,210546,57,78,61,Medium,190,617
305,57,moderate,energy,0,64898,89,84,58,Low,53,583
2090,37,moderate,energy,1,360528,61,68,70,Medium,145,704
1454,66,moderate,water,2,454755,73,100,71,Low,130,713
1308,31,moderate,materials,2,196050,58,79,68,Medium,167,688
855,40,cold,materials,0,156851,63,63,72,Medium,133,727
347,59,hot,materials,0,86743,73,64,80,Medium,106,801
1344,35,moderate,materials,2,213660,68,83,79,Low,85,791
1009,57,hot,water,2,252158,64,87,69,Medium,175,695
1824,80,hot,energy,1,642280,82,72,90,Low,109,908
481,39,hot,materials,2,88816,66,66,73,Medium,110,730
1214,55,hot,water,2,344622,68,86,69,Medium,153,693
686,47,hot,materials,1,145836,64,55,89,Medium,151,892
894,53,moderate,materials,2,217293,73,90,77,Low,102,772
491,96,cold,materials,2,190766,82,95,95,Low,120,951
538,70,moderate,water,2,147287,82,100,70,Low,85,704
638,72,hot,energy,1,184843,85,67,81,Low,82,815
1181,70,cold,materials,2,421353,78,89,87,Low,126,877
810,26,moderate,water,1,95931,57,91,66,Medium,149,665
443,40,moderate,energy,0,67418,83,75,56,Medium,45,568
2160,31,hot,materials,2,354628,51,62,76,Medium,976,765
787,53,cold,energy,0,169674,76,67,57,Medium,80,578
874,81,moderate,water,0,234452,88,100,78,Low,69,784
1191,76,hot,water,2,439958,76,94,78,Low,136,780
693,63,hot,water,1,170433,70,81,79,Low,121,794
593,36,hot,materials,0,88907,66,50,62,Medium,90,624
762,23,cold,materials,1,93853,49,57,81,Medium,999,816
984,48,hot,water,1,229575,65,76,76,Medium,152,762
1042,87,hot,materials,2,361431,78,83,98,Low,123,988
504,58,hot,materials,2,130077,74,72,80,Low,105,804
649,43,cold,materials,0,125491,66,61,74,Medium,115,742
897,96,cold,water,1,327084,78,100,93,Low,126,930
633,20,hot,materials,0,54630,55,45,54,High,158,547
340,82,cold,materials,0,105252,83,78,84,Low,92,840
1689,27,cold,water,0,215975,49,69,57,Medium,999,571
1154,21,hot,energy,0,103638,73,40,49,High,37,491
2240,66,hot,energy,2,679673,68,79,76,Medium,161,761
868,40,hot,energy,0,143789,75,55,55,Medium,63,557
1275,38,cold,water,0,206116,56,85,55,Medium,244,551
778,66,cold,water,0,217967,69,85,68,Medium,140,689
391,24,moderate,water,2,45268,62,96,48,Medium,91,486
1154,66,hot,energy,1,303085,78,66,80,Medium,92,801
482,44,hot,energy,1,92316,69,51,68,Medium,95,687
1311,92,cold,water,0,417396,81,99,81,Low,102,818
1106,29,moderate,energy,1,161425,73,72,74,Medium,61,740
802,39,cold,water,0,134381,64,81,51,Medium,115,517
406,23,cold,water,1,51908,51,74,63,Medium,672,639
1228,81,hot,energy,1,405632,79,67,86,Low,112,866
1494,98,moderate,water,1,517118,88,100,96,Low,89,963
1389,45,cold,energy,2,305705,64,80,63,Medium,152,638
629,93,moderate,water,0,212423,97,100,72,Low,71,729
1879,66,hot,materials,0,452055,67,63,87,Medium,137,874
981,76,cold,energy,0,301130,80,78,68,Low,101,685
1346,30,cold,materials,0,187271,52,58,70,Medium,659,707
3865,70,hot,energy,2,1255645,51,70,72,Medium,1980,728
485,62,hot,energy,1,117311,80,62,76,Medium,79,762
2295,28,moderate,materials,1,314113,47,70,79,Medium,999,799
1752,88,cold,energy,0,630949,74,78,73,Low,149,733
1193,82,moderate,energy,0,322785,98,92,75,Low,55,753
928,67,moderate,materials,0,243439,84,86,85,Low,75,855
370,51,moderate,materials,2,93231,72,86,74,Low,112,749
1383,58,cold,water,0,324323,63,85,67,Medium,172,679
812,44,cold,materials,2,178786,59,76,76,Medium,234,762
898,49,cold,water,0,196554,61,82,56,Medium,191,567
1146,30,moderate,energy,0,147484,72,74,51,Medium,57,518
1760,39,cold,materials,0,296875,51,70,71,Medium,1139,717
360,74,hot,water,0,102927,80,80,67,Low,94,670
1006,72,cold,energy,2,363531,80,88,70,Low,116,704
711,27,hot,energy,1,102235,65,46,66,Medium,90,662
1503,83,cold,water,1,487966,67,94,90,Low,182,903
1214,100,moderate,energy,2,460445,100,100,85,Low,75,859
1419,54,hot,materials,1,330485,64,61,95,Medium,155,951
1476,64,cold,water,1,428704,57,89,79,Low,363,790
753,29,cold,energy,2,118378,67,68,61,Medium,88,618
1444,59,moderate,energy,0,293545,87,79,68,Low,53,684
983,78,hot,energy,1,302415,82,74,89,Low,93,892
730,94,moderate,energy,1,273373,94,96,89,Low,83,892
695,95,moderate,materials,2,283664,91,100,96,Low,97,967
1794,47,cold,energy,0,371748,67,64,59,Medium,121,599
473,35,cold,energy,0,70127,72,63,50,Medium,67,507
870,22,cold,materials,0,87747,50,61,66,Medium,1805,662
1376,62,cold,water,2,412924,64,98,66,Low,213,667
564,93,hot,materials,2,222781,85,88,94,Low,111,947
2139,40,moderate,water,1,396072,56,93,74,Medium,299,743
649,46,hot,materials,0,118031,71,56,67,Medium,82,671
2208,33,moderate,materials,2,352217,53,86,77,Medium,399,772
1327,20,hot,materials,1,136090,43,48,80,Medium,999,803
1879,60,moderate,materials,2,486797,66,93,83,Low,156,830
1087,75,cold,energy,1,313951,78,74,84,Low,99,842
349,25,hot,energy,1,42048,58,49,61,Medium,148,619
1597,65,cold,water,0,380114,64,90,70,Medium,161,700
